,Unnamed: 0,Dates,Lastnames,Texts,Links,Counts,Rank,Type,Travel_Places,Travel_Start_Date,Travel_End_Date,Link_Content,Topics,Meet_countries,content
5204,5204,14-Nov-18,Fannon,"Assistant Secretary Fannon is on travel to Israel, Cyprus, and Egypt from November 11-20.",<https://2017-2021.state.gov/assistant-secretary-fannon-travel-to-israel-cyprus-and-egypt/>,1,4,Travel, ; Cyprus ; Egypt ; Israel,2018-11-11,2018-11-20, ,,,"Assistant Secretary of State for Energy Resources Francis R. Fannon will travel to Tel Aviv and Jerusalem; Nicosia, and Cairo from November 11 to 20, 2018.;;;;;;;;;;;;During his trip, Assistant Secretary Fannon will be meeting with government officials and private sector representatives to discuss energy security and regional cooperation on energy issues. His trip will highlight the economic opportunities in the energy sector for Eastern Mediterranean gas development and related exports, and encourage discussions on how countries can harness this potential for increased regional stability and economic growth.;;;;;;;;;;;;For further information, contact Vincent Campos, Spokesperson for the Bureau of Energy Resources, at ;;;;CamposVM@state.gov<mailto:CamposVM@state.gov>;;;;. Additional information is available on Twitter at @EnergyAtState.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
5205,5205,14-Nov-18,Risch,Assistant Secretary Risch is on travel to the United Kingdom and Ireland from November 12-16.,<https://2017-2021.state.gov/assistant-secretary-of-state-for-consular-affairs-carl-risch-travels-to-the-united-kingdom-and-ireland/>,1,4,Travel, ; Ireland ; United Kingdom,2018-11-12,2018-11-16, ,,,Assistant Secretary of State for Consular Affairs Carl Risch will travel November 12-16 to the United Kingdom and Ireland to participate in a series of meetings with U.S. diplomats and foreign government authorities.;;;;;;;;;;;;The Assistant Secretary plans to review consular operations at our U.S. Embassies in London and Dublin. He will also meet with interagency partners.;;;;;;;;;;;;The United States is committed to long-term engagement with the United Kingdom and Ireland on a variety of consular issues.;;;;;;;;;;;;For press inquiries please contact ;;;;CAPRESSREQUESTS@state.gov<mailto:CAPRESSREQUESTS@state.gov>;;;; or (202) 485-6150.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5206,5206,14-Nov-18,Murphy,"Principal Deputy Assistant Secretary Murphy is on travel to Singapore, Guangzhou, and Hong Kong from November 11-20.",None,1,4,Travel, ; Singapore ; Hong Kong,2018-11-11,2018-11-20, , ; China,,
5207,5207,14-Nov-18,Nauert,"2:00 p.m.Spokesperson Nauert meets with the winners of the International Press Freedom Award, at the Department of State.",None,1,4,Meeting, ,,, ,, ; Domestic,
5208,5208,13-Nov-18,Pompeo,"11:00 a.m.Secretary Pompeo meets with His Majesty King Abdullah II ibn Al Hussein of Jordan, in Washington DC.",None,1,1,Meeting, ,,, ,, ; Jordan,
5209,5209,13-Nov-18,Sullivan,"Deputy Secretary Sullivan is on travel to Japan, Singapore, Australia, and Papua New Guinea from November 11-18.",<https://2017-2021.state.gov/deputy-secretary-john-sullivans-travel-to-japan-singapore-australia-and-papua-new-guinea/>,1,4,Travel, ; Singapore ; Guinea ; Australia ; Japan ; Papua New Guinea,2018-11-11,2018-11-18, ,,,"Deputy Secretary of State John J. Sullivan will travel to Japan, Singapore, Australia, and Papua New Guinea from November 11-18 on behalf of Secretary Pompeo.;;;;;;;;;;;;The Deputy Secretary will accompany Vice President Pence as he represents President Trump at the U.S.-ASEAN Summit and the East Asia Summit in Singapore, as well as the Asia Pacific Economic Cooperation (APEC) meetings in Papua New Guinea.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
5210,5210,13-Nov-18,Pompeo,"11:00 a.m.Under Secretary Hale attends Secretary Pompeo’s meeting hosted by His Majesty King Abdullah II ibn Al Hussein of Jordan, in Washington DC.",None,2,1,Meeting, ,,, ,, ; Jordan,
5211,5211,13-Nov-18,Sullivan,"12:00 p.m.Under Secretary Hale officiates a swearing-in ceremony for U.S. Ambassador-designate to Nicaragua Kevin Sullivan, at the Department of State.",None,2,4,TBD, ,,, ,,,
5212,5212,13-Nov-18,Royce,"9:30 a.m.Assistant Secretary Royce delivers remarks at the Open Doors 2018 Report briefing at the National Press Club, in Washington, DC.",None,1,4,TBD, ,,, ,,,
5213,5213,13-Nov-18,Fannon,"Assistant Secretary Fannon is on travel to Israel, Cyprus, and Egypt from November 11-20.",<https://2017-2021.state.gov/assistant-secretary-fannon-travel-to-israel-cyprus-and-egypt/>,1,4,Travel, ; Cyprus ; Egypt ; Israel,2018-11-11,2018-11-20, ,,,"Assistant Secretary of State for Energy Resources Francis R. Fannon will travel to Tel Aviv and Jerusalem; Nicosia, and Cairo from November 11 to 20, 2018.;;;;;;;;;;;;During his trip, Assistant Secretary Fannon will be meeting with government officials and private sector representatives to discuss energy security and regional cooperation on energy issues. His trip will highlight the economic opportunities in the energy sector for Eastern Mediterranean gas development and related exports, and encourage discussions on how countries can harness this potential for increased regional stability and economic growth.;;;;;;;;;;;;For further information, contact Vincent Campos, Spokesperson for the Bureau of Energy Resources, at ;;;;CamposVM@state.gov<mailto:CamposVM@state.gov>;;;;. Additional information is available on Twitter at @EnergyAtState.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
5214,5214,13-Nov-18,Risch,Assistant Secretary Risch is on travel to the United Kingdom and Ireland from November 12-16.,<https://2017-2021.state.gov/assistant-secretary-of-state-for-consular-affairs-carl-risch-travels-to-the-united-kingdom-and-ireland/>,1,4,Travel, ; Ireland ; United Kingdom,2018-11-12,2018-11-16, ,,,Assistant Secretary of State for Consular Affairs Carl Risch will travel November 12-16 to the United Kingdom and Ireland to participate in a series of meetings with U.S. diplomats and foreign government authorities.;;;;;;;;;;;;The Assistant Secretary plans to review consular operations at our U.S. Embassies in London and Dublin. He will also meet with interagency partners.;;;;;;;;;;;;The United States is committed to long-term engagement with the United Kingdom and Ireland on a variety of consular issues.;;;;;;;;;;;;For press inquiries please contact ;;;;CAPRESSREQUESTS@state.gov<mailto:CAPRESSREQUESTS@state.gov>;;;; or (202) 485-6150.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5215,5215,12-Nov-18,Pompeo,Secretary Pompeo has no public appointments.,None,1,1,TBD, ,,, ,,,
5216,5216,11-Nov-18,Pompeo,"Secretary Pompeo is on travel to Paris, France from November 10-11.",<https://2017-2021.state.gov/secretary-pompeo-to-travel-to-paris/>,1,1,Travel, ; France,2018-11-10,2018-11-11, ,,,"U.S. Secretary of State Michael R. Pompeo will travel to Paris, France November 10-11.;;;;;;;;;;;;On November 10, he will arrive in Paris, where he will join President Trump in commemorating the 100th anniversary of the end of the first World War, including visits to memorial sites and cemeteries to honor our shared sacrifice and reaffirm the Transatlantic Alliance. On November 11, Secretary Pompeo will attend the formal WWI commemoration ceremony at the Arc de Triomphe and a working lunch with international partners hosted by Foreign Minister Le Drian to discuss cooperation on global priorities, including ways to counter Iranian malign behavior and to advance the denuclearization of the Korean Peninsula. The Secretary will also participate in the President’s meeting with French President Emmanuel Macron.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
5217,5217,11-Nov-18,Pompeo,"Secretary Pompeo follows President Donald Trump’s schedule in Paris, France.",None,1,1,TBD, ,,, ,,,
5218,5218,11-Nov-18,Pompeo,"1:00 p.m. LOCALSecretary Pompeo attends a lunch for Foreign Ministers hosted by French Foreign Minister Jean-Yves Le Drian, in Paris, France.",None,1,1,Meeting, ,,, ,, ; France,
5219,5219,10-Nov-18,Pompeo,"Secretary Pompeo is on travel to Paris, France from November 10-11.",<https://2017-2021.state.gov/secretary-pompeo-to-travel-to-paris/>,1,1,Travel, ; France,2018-11-10,2018-11-11, ,,,"U.S. Secretary of State Michael R. Pompeo will travel to Paris, France November 10-11.;;;;;;;;;;;;On November 10, he will arrive in Paris, where he will join President Trump in commemorating the 100th anniversary of the end of the first World War, including visits to memorial sites and cemeteries to honor our shared sacrifice and reaffirm the Transatlantic Alliance. On November 11, Secretary Pompeo will attend the formal WWI commemoration ceremony at the Arc de Triomphe and a working lunch with international partners hosted by Foreign Minister Le Drian to discuss cooperation on global priorities, including ways to counter Iranian malign behavior and to advance the denuclearization of the Korean Peninsula. The Secretary will also participate in the President’s meeting with French President Emmanuel Macron.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
5220,5220,10-Nov-18,Pompeo,"AM-Secretary Pompeo follows President Donald Trump’s schedule in Paris, France.",None,1,1,TBD, ,,, ,,,
5221,5221,10-Nov-18,Pompeo,"5:15 p.m. LOCALSecretary Pompeo meets with French Foreign Minister Jean-Yves Le Drian, in Paris, France.",None,1,1,Meeting, ,,, ,, ; France,
5222,5222,10-Nov-18,Pompeo,"8:30 p.m. LOCALSecretary Pompeo attends a working dinner with French and American business leaders, hosted by U.S. Ambassador to France Jamie McCourt, in Paris, France.",None,1,1,Meeting, ,,, , ; econ, ; France,
5223,5223,9-Nov-18,Pompeo,"8:30 a.m.Secretary Pompeo delivers remarks at a Department of State event in honor of Veterans Day, at the Department of State.",None,1,1,TBD, ,,, ,,,
5224,5224,9-Nov-18,Pompeo,"Secretary Pompeo and Secretary of Defense James Mattis co-host the U.S.-China Diplomatic and Security Dialogue, at the Department of State.",<https://2017-2021.state.gov/u-s-china-diplomatic-and-security-dialogue-2/>,1,1,TBD, ,,, , ; security ; China,,"The U.S. Department of State and the U.S. Department of Defense will co-host the U.S.-China Diplomatic and Security Dialogue (D&SD) on Friday, November 9, 2018, at the Department of State.;;;;;;;;;;;;U.S. Secretary of State Michael Pompeo and Secretary of Defense James Mattis will join Director of the Office of Foreign Affairs of the Central Commission of the Communist Party of China Yang Jiechi and State Councilor and Defense Minister General Wei Fenghe, along with members of the U.S. delegation and their Chinese colleagues for the D&SD.;;;;;;;;;;;;There will be a joint press availability following the dialogue at 12:35 p.m. The press availability will be open press.;;;;;;;;;;;;Pre-set time for video cameras: 8:30 a.m. from the 23;;;;rd;;;; Street Entrance.;;;;;;;;;;;;Final access time for still photographers and journalists: 11:30 a.m. from the 23;;;;rd;;;; Street Entrance.;;;;;;;;;;;;Media representatives may attend this event upon presentation of one of the following: (1) A U.S. Government-issued identification card (Department of State, White House, Congress, Department of Defense or Foreign Press Center), (2) a media-issued photo identification card, or (3) a letter from their employer on letterhead verifying their employment as a journalist, accompanied by an official photo identification card (driver’s license, passport).;;;;;;;;;;;;The event will be streamed live on ;;;;<https://www.facebook.com/usdos>;;;;Facebook.com/usdos;;;; ;;;;. ;;;;Follow @StateDept, @USAsiaPacific, and #USChina for more information.;;;;;;;;;;;;For further information, please contact Department of State’s Office of Press Relations at 202-647-2492 or via e-mail at ;;;;PAPressDuty@state.gov<mailto:PAPressDuty@state.gov>;;;;.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
5225,5225,9-Nov-18,Pompeo,"10:00 a.m.Secretary Pompeo meets with Chinese Politburo Member Yang Jiechi, at the Department of State.",None,1,1,Meeting, ,,, , ; China, ; China,
5226,5226,9-Nov-18,Pompeo,"10:50 a.m.Secretary Pompeo meets with the U.S.-China Diplomatic and Security Dialogue participants, at the Department of State.",None,1,1,Meeting, ,,, , ; security ; China, ; China,
5227,5227,9-Nov-18,Pompeo,"11:45 a.m.Secretary Pompeo hosts a working luncheon for the U.S.-China Diplomatic and Security Dialogue participants, at the Department of State.",None,1,1,TBD, ,,, , ; security ; China,,
5228,5228,9-Nov-18,Pompeo,"12:35 p.m.Secretary Pompeo holds a joint press availability with Secretary of Defense James Mattis, Chinese Politburo Member Yang Jiechi and Chinese State Councilor and Defense Minister General Wei Fenghe, at the Department of State.",None,1,1,TBD, ,,, , ; China,,
5229,5229,9-Nov-18,Sullivan,"Deputy Secretary Sullivan attends meetings and briefings, at the Department of State.",None,1,4,Meeting, ,,, ,, ; Domestic,
5230,5230,9-Nov-18,Green,"10:30 a.m.Administrator Green participates in a signing ceremony with Corteva Agriscience Future Chief Executive Officer Jim Collins, at the U.S. Agency for International Development.",<https://www.usaid.gov/news-information/press-releases/nov-7-2018-usaid-administrator-mark-green-and-corteva-agriscience-future-chief>,1,4,TBD, ,,, ,,,
5231,5231,9-Nov-18,Hale,"10:00 a.m. Under Secretary Hale attends the U.S.-China Diplomatic and Security Dialogue, at the Department of State.",None,1,3,Meeting, ,,, , ; security ; China, ; China,
5232,5232,9-Nov-18,Hale,"1:00 p.m. Under Secretary Hale meets with German State Secretary of the Federal Foreign Office Andreas Michaelis, at the Department of State.",None,1,3,Meeting, ,,, ,, ; Germany,
5233,5233,9-Nov-18,Nagy,"Assistant Secretary Nagy is on travel to the United Kingdom, France, Togo, Guinea, Mali, and Nigeria from October 29 to November 10.",<https://2017-2021.state.gov/assistant-secretary-nagy-travels-to-the-united-kingdom-france-togo-guinea-mali-and-nigeria/>,1,4,Travel, ; Guinea ; France ; Nigeria ; Togo ; Niger ; Mali ; United Kingdom,2018-11-29,2018-11-10, ,,,"Media Note;;;;;;;;;;;;Office of the Spokesperson;;;;;;;;;;;;Washington, DC;;;;;;;;;;;;October 22, 2018;;;;;;;;;;;;;;;;;;;;Assistant Secretary for the Bureau of African Affairs Tibor P. Nagy will travel to the United Kingdom, France, Togo, Guinea, Mali, and Nigeria October 29 – November 10.;;;;;;;;;;;;During his trip, Assistant Secretary Nagy will focus on promoting stronger trade and commercial ties between the United States and Africa, harnessing the potential of Africa’s youth, advancing peace and security through partnerships, and conveying the United States’ unwavering commitment to Africa.;;;;;;;;;;;;In the United Kingdom and France, the Assistant Secretary will conduct bilateral meetings with his British and French counterparts.;;;;;;;;;;;;Assistant Secretary Nagy will then travel to Lomé, Togo on November 1 where he will meet with Togolese government officials, and lead a regional U.S. Chiefs of Mission Conference.;;;;;;;;;;;;In Conakry, Guinea, November 2-4, Assistant Secretary Nagy will conduct bilateral meetings with Guinea government officials, host a business roundtable, and meet with alumni of the Young African Leaders Initiative (YALI).;;;;;;;;;;;;In Bamako, Mali on November 4-7, Assistant Secretary Nagy will hold meetings with Malian government officials, host a trade and entrepreneurship roundtable, and meet with YALI alumni.;;;;;;;;;;;;The final stop on the trip will be Abuja, Nigeria. Assistant Secretary Nagy will have meetings with government officials, members of the American business community, religious leaders, civil society organizations, youth groups, and he will deliver a speech at Baze University on U.S.-Africa relations.;;;;;;;;;;;;Follow ;;;;<https://twitter.com/AsstSecStateAF>;;;;@AsstSecStateAF;;;; ;;;; on Twitter for trip updates. For press inquiries, please contact ;;;;AF-Press@state.gov<mailto:AF-Press@state.gov>;;;;.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
