,Unnamed: 0,Dates,Lastnames,Texts,Links,Counts,Rank,Type,Travel_Places,Travel_Start_Date,Travel_End_Date,html
2355,2355,7-Oct-21,Blinken,"Secretary Blinken is on travel to France, California, and Mexico from October 4-8, 2021.",<https://www.state.gov/secretary-blinkens-travel-to-paris-and-mexico-city>,1,1,Travel, ; Mexico ; France,2021-11-04,2021-11-08,";;;;;;;;				;;;;						<script type=""text/javascript"">;;;;document.addEventListener(""DOMContentLoaded"", function(event) {;;;;			jQuery(document).ready(function(){;;;;			if (jQuery('p .watermark').length > 0 ) {;;;;;;;;				jQuery('p .watermark').parent().addClass('watermarked');;;;;;;;;				jQuery('p .watermark').parent().each( function() {;;;;					jQuery(this).children('img').attr('style', 'margin: 0 !important');;;;;					jQuery(this).children().wrapAll('<div class=""watermarked_image""></div>');;;;;				});;;;;;;;;				jQuery('.entry-content p.watermarked > div.watermarked_image > img').each( function() {;;;;					if ( jQuery(this).hasClass('alignnone') ) {;;;;						jQuery(this).parent().addClass( 'alignnone' );;;;;					};;;;					if ( jQuery(this).hasClass('alignleft') ) {;;;;						jQuery(this).parent().addClass( 'alignleft' );;;;;					};;;;					if ( jQuery(this).hasClass('alignright') ) {;;;;						jQuery(this).parent().addClass( 'alignright' );;;;;					};;;;					if ( jQuery(this).hasClass('size-medium') ) {;;;;						jQuery(this).parent().addClass( 'has-size-medium' );;;;;					};;;;					if ( jQuery(this).hasClass('aligncenter') ) {;;;;						jQuery(this).parent().addClass( 'aligncenter' );;;;;						jQuery(this).parent().children().wrapAll('<div class=""wm_centered""></div>');;;;;					};;;;				});;;;;			};;;;		});;;;;		});;;;;		</script>;;;;		<p>Secretary of State Antony J.&nbsp;Blinken&nbsp;will travel to Paris, France October 4 – 6 to chair the&nbsp;Ministerial Council Meeting (MCM)&nbsp;of the Organization for Economic Cooperation and Development&nbsp;(OECD)&nbsp;and commemorate the organization’s 60<sup>th</sup>&nbsp;anniversary. &nbsp;The U.S. delegation will include the Special Presidential Envoy for Climate,&nbsp;the United States&nbsp;Trade Representative,&nbsp;the Chair of the Council of Economic Advisors, and the Under Secretary for Economic Growth, Energy and the Environment.&nbsp;&nbsp;The Ministerial theme is “Shared values: Building a Green and Inclusive Future;” accordingly, advancing efforts to combat the climate crisis, promoting quality infrastructure development,&nbsp;and building a more inclusive and equitable future will be&nbsp;among U.S.&nbsp;priorities&nbsp;at the MCM.&nbsp; Secretary Blinken will also&nbsp;meet with&nbsp;French counterparts to continue discussions on further strengthening the vital U.S.-France relationship on a range of issues including security in the Indo-Pacific region, the climate crisis, economic recovery from the COVID-19 pandemic, the Transatlantic relationship, and working with our Allies and partners to address global challenges and opportunities.</p>;;;;<p class=""p1"">On October 7, Secretary Blinken will travel to Stanford, California where he will meet with former Secretaries of State and attend a memorial service for former Secretary of State George P. Shultz.</p>;;;;<p>On October 7 – 8, Secretary Blinken will travel to Mexico City, Mexico to co-lead the U.S. delegation to the U.S.-Mexico High Level Security Dialogue. &nbsp;Discussions with Mexican counterparts on this trip will reinforce our strong bilateral relationship with Mexico and build upon various discussions in the previous months between our two governments.</p>;;;;;;;;				;;;;				;;;;;;;;	;;;;	;;;;			"
2356,2356,7-Oct-21,Blinken,"1:00 p.m. LOCALSecretary Blinken meets with former Secretary of State Condoleezza Rice, in Stanford, California.",None,1,1,TBD, ,,,
2357,2357,7-Oct-21,Blinken,"1:30 p.m. LOCAL Secretary Blinken attends a reception hosted by former Secretary of State Condoleezza Rice, in Stanford, California.",None,1,1,TBD, ,,,
2358,2358,7-Oct-21,Blinken,"3:30 p.m. LOCALSecretary Blinken attends a memorial service in honor of former Secretary of State George P. Shultz, in Stanford, California.",None,1,1,TBD, ,,,
2359,2359,7-Oct-21,Blinken,"5:00 p.m. LOCAL Secretary Blinken attends a memorial service reception in honor of former Secretary of State George P. Shultz, in Stanford, California.",None,1,1,TBD, ,,,
2360,2360,7-Oct-21,Sherman,"Deputy Secretary Sherman is on travel to Switzerland, Uzbekistan, India, and Pakistan from September 29 – October 8, 2021.",<https://www.state.gov/deputy-secretary-shermans-trip-to-switzerland-uzbekistan-india-and-pakistan/>,1,2,Travel, ; India ; Uzbekistan ; Pakistan ; Switzerland,2021-09-29,2021-11-08,";;;;;;;;				;;;;						<script type=""text/javascript"">;;;;document.addEventListener(""DOMContentLoaded"", function(event) {;;;;			jQuery(document).ready(function(){;;;;			if (jQuery('p .watermark').length > 0 ) {;;;;;;;;				jQuery('p .watermark').parent().addClass('watermarked');;;;;;;;;				jQuery('p .watermark').parent().each( function() {;;;;					jQuery(this).children('img').attr('style', 'margin: 0 !important');;;;;					jQuery(this).children().wrapAll('<div class=""watermarked_image""></div>');;;;;				});;;;;;;;;				jQuery('.entry-content p.watermarked > div.watermarked_image > img').each( function() {;;;;					if ( jQuery(this).hasClass('alignnone') ) {;;;;						jQuery(this).parent().addClass( 'alignnone' );;;;;					};;;;					if ( jQuery(this).hasClass('alignleft') ) {;;;;						jQuery(this).parent().addClass( 'alignleft' );;;;;					};;;;					if ( jQuery(this).hasClass('alignright') ) {;;;;						jQuery(this).parent().addClass( 'alignright' );;;;;					};;;;					if ( jQuery(this).hasClass('size-medium') ) {;;;;						jQuery(this).parent().addClass( 'has-size-medium' );;;;;					};;;;					if ( jQuery(this).hasClass('aligncenter') ) {;;;;						jQuery(this).parent().addClass( 'aligncenter' );;;;;						jQuery(this).parent().children().wrapAll('<div class=""wm_centered""></div>');;;;;					};;;;				});;;;;			};;;;		});;;;;		});;;;;		</script>;;;;		<p><span style=""font-size: medium;"">Deputy Secretary of State Wendy R. Sherman will travel to Geneva, Switzerland on September 29 to lead a U.S. interagency delegation to a September 30 U.S.-Russia bilateral Strategic Stability Dialogue.&nbsp;&nbsp;She will be joined by Under Secretary of State for Arms Control and International Security Bonnie Jenkins.&nbsp; The two delegations last met in Geneva on July 28.&nbsp; The Strategic Stability Dialogue follows from a commitment made by President Biden and Russian President Putin in their June 2021 Geneva meeting to have a deliberate and robust dialogue that will seek to lay the groundwork for future arms control and risk reduction measures.&nbsp; Deputy Secretary Sherman will also travel to Bern to inaugurate the first U.S.-Swiss Strategic Partnership Dialogue with Swiss State Secretary Livia Leu.</span></p>;;;;<p><span style=""font-size: medium;"">She will then travel to Tashkent, Uzbekistan where she will meet with senior officials and civil society on October 4. &nbsp;Deputy Secretary Sherman will be in New Delhi, India on October 6 for a series of bilateral meetings, civil society events, and the India Ideas Summit. &nbsp;On October 7, she will travel to Mumbai, India for&nbsp;engagements with business and civil society.&nbsp;&nbsp;Deputy Secretary Sherman will complete her trip by traveling to Islamabad, Pakistan on October 7-8 to meet with senior officials.</span></p>;;;;;;;;				;;;;				;;;;;;;;	;;;;	;;;;			"
2361,2361,7-Oct-21,McKeon,"Deputy Secretary McKeon attends meetings and briefings, from the Department of State.",None,1,2,TBD, ,,,
2362,2362,7-Oct-21,Nuland,"Under Secretary Nuland attends meetings and briefings, from the Department of State.",None,1,3,TBD, ,,,
2363,2363,7-Oct-21,Price,2:00 p.m. Department Press Briefing with Spokesperson Ned Price.,None,1,3,TBD, ,,,
2364,2364,6-Oct-21,Blinken,"10:30 a.m. LOCAL Secretary Blinken meets with Spanish Foreign Minister Jose Manuel Albares, in Paris, France.",None,1,1,TBD, ,,,
2365,2365,6-Oct-21,Blinken,"11:45 a.m. LOCAL Secretary Blinken meets with Colombian Vice President and Foreign Minister Marta Lucia Ramirez, in Paris, France.",None,1,1,TBD, ,,,
2366,2366,6-Oct-21,Blinken,"5:00 p.m. LOCAL Secretary Blinken participates in OECD Closing and Outcomes, in Paris, France.",None,1,1,TBD, ,,,
2367,2367,6-Oct-21,Blinken,"5:45 p.m. LOCAL Secretary Blinken holds a joint press availability with OECD Secretary-General Mathias Cormann, in Paris, France.",None,1,1,TBD, ,,,
2368,2368,5-Oct-21,Blinken,"11:00 a.m. LOCAL Secretary Blinken meets with French National Security Advisor Emmanuel Bonne, in Paris, France.(CLOSED PRESS COVERAGE)",None,1,1,TBD, ,,,
2369,2369,5-Oct-21,Blinken,"1:00 p.m. LOCAL Secretary Blinken participates in a Blue Dot Network discussion, in Paris, France.",None,1,1,TBD, ,,,
2370,2370,5-Oct-21,Chung,"2:15 p.m. LOCAL Secretary Blinken participates in a Prep Meeting with Republic of Korea Foreign Minister Chung Eui-Yong and Luxembourg Foreign Minister Jean Asselborn, in Paris, France.",None,2,4,TBD, ,,,
2371,2371,5-Oct-21,Blinken,"3:00 p.m. LOCAL Secretary Blinken delivers Opening and Keynote Address at the Ministerial Council Meeting of the Organization for Economic Cooperation and Development, in Paris, France.",None,1,1,TBD, ,,,
2372,2372,5-Oct-21,Blinken,"4:00 p.m. LOCAL Secretary Blinken participates in an OECD Shared Values-Member Session, in Paris, France.",None,1,1,TBD, ,,,
2373,2373,4-Oct-21,Blinken,"Secretary Blinken is on travel to France and Mexico from October 4-8, 2021.",<https://www.state.gov/secretary-blinkens-travel-to-paris-and-mexico-city>,1,1,Travel, ; Mexico ; France,2021-11-04,2021-11-08,";;;;;;;;				;;;;						<script type=""text/javascript"">;;;;document.addEventListener(""DOMContentLoaded"", function(event) {;;;;			jQuery(document).ready(function(){;;;;			if (jQuery('p .watermark').length > 0 ) {;;;;;;;;				jQuery('p .watermark').parent().addClass('watermarked');;;;;;;;;				jQuery('p .watermark').parent().each( function() {;;;;					jQuery(this).children('img').attr('style', 'margin: 0 !important');;;;;					jQuery(this).children().wrapAll('<div class=""watermarked_image""></div>');;;;;				});;;;;;;;;				jQuery('.entry-content p.watermarked > div.watermarked_image > img').each( function() {;;;;					if ( jQuery(this).hasClass('alignnone') ) {;;;;						jQuery(this).parent().addClass( 'alignnone' );;;;;					};;;;					if ( jQuery(this).hasClass('alignleft') ) {;;;;						jQuery(this).parent().addClass( 'alignleft' );;;;;					};;;;					if ( jQuery(this).hasClass('alignright') ) {;;;;						jQuery(this).parent().addClass( 'alignright' );;;;;					};;;;					if ( jQuery(this).hasClass('size-medium') ) {;;;;						jQuery(this).parent().addClass( 'has-size-medium' );;;;;					};;;;					if ( jQuery(this).hasClass('aligncenter') ) {;;;;						jQuery(this).parent().addClass( 'aligncenter' );;;;;						jQuery(this).parent().children().wrapAll('<div class=""wm_centered""></div>');;;;;					};;;;				});;;;;			};;;;		});;;;;		});;;;;		</script>;;;;		<p>Secretary of State Antony J.&nbsp;Blinken&nbsp;will travel to Paris, France October 4 – 6 to chair the&nbsp;Ministerial Council Meeting (MCM)&nbsp;of the Organization for Economic Cooperation and Development&nbsp;(OECD)&nbsp;and commemorate the organization’s 60<sup>th</sup>&nbsp;anniversary. &nbsp;The U.S. delegation will include the Special Presidential Envoy for Climate,&nbsp;the United States&nbsp;Trade Representative,&nbsp;the Chair of the Council of Economic Advisors, and the Under Secretary for Economic Growth, Energy and the Environment.&nbsp;&nbsp;The Ministerial theme is “Shared values: Building a Green and Inclusive Future;” accordingly, advancing efforts to combat the climate crisis, promoting quality infrastructure development,&nbsp;and building a more inclusive and equitable future will be&nbsp;among U.S.&nbsp;priorities&nbsp;at the MCM.&nbsp; Secretary Blinken will also&nbsp;meet with&nbsp;French counterparts to continue discussions on further strengthening the vital U.S.-France relationship on a range of issues including security in the Indo-Pacific region, the climate crisis, economic recovery from the COVID-19 pandemic, the Transatlantic relationship, and working with our Allies and partners to address global challenges and opportunities.</p>;;;;<p class=""p1"">On October 7, Secretary Blinken will travel to Stanford, California where he will meet with former Secretaries of State and attend a memorial service for former Secretary of State George P. Shultz.</p>;;;;<p>On October 7 – 8, Secretary Blinken will travel to Mexico City, Mexico to co-lead the U.S. delegation to the U.S.-Mexico High Level Security Dialogue. &nbsp;Discussions with Mexican counterparts on this trip will reinforce our strong bilateral relationship with Mexico and build upon various discussions in the previous months between our two governments.</p>;;;;;;;;				;;;;				;;;;;;;;	;;;;	;;;;			"
2374,2374,4-Oct-21,Sherman,"Deputy Secretary Sherman is on travel to Switzerland, Uzbekistan, India, and Pakistan from September 29 – October 8, 2021.",<https://www.state.gov/deputy-secretary-shermans-trip-to-switzerland-uzbekistan-india-and-pakistan/>,1,2,Travel, ; India ; Uzbekistan ; Pakistan ; Switzerland,2021-09-29,2021-11-08,";;;;;;;;				;;;;						<script type=""text/javascript"">;;;;document.addEventListener(""DOMContentLoaded"", function(event) {;;;;			jQuery(document).ready(function(){;;;;			if (jQuery('p .watermark').length > 0 ) {;;;;;;;;				jQuery('p .watermark').parent().addClass('watermarked');;;;;;;;;				jQuery('p .watermark').parent().each( function() {;;;;					jQuery(this).children('img').attr('style', 'margin: 0 !important');;;;;					jQuery(this).children().wrapAll('<div class=""watermarked_image""></div>');;;;;				});;;;;;;;;				jQuery('.entry-content p.watermarked > div.watermarked_image > img').each( function() {;;;;					if ( jQuery(this).hasClass('alignnone') ) {;;;;						jQuery(this).parent().addClass( 'alignnone' );;;;;					};;;;					if ( jQuery(this).hasClass('alignleft') ) {;;;;						jQuery(this).parent().addClass( 'alignleft' );;;;;					};;;;					if ( jQuery(this).hasClass('alignright') ) {;;;;						jQuery(this).parent().addClass( 'alignright' );;;;;					};;;;					if ( jQuery(this).hasClass('size-medium') ) {;;;;						jQuery(this).parent().addClass( 'has-size-medium' );;;;;					};;;;					if ( jQuery(this).hasClass('aligncenter') ) {;;;;						jQuery(this).parent().addClass( 'aligncenter' );;;;;						jQuery(this).parent().children().wrapAll('<div class=""wm_centered""></div>');;;;;					};;;;				});;;;;			};;;;		});;;;;		});;;;;		</script>;;;;		<p><span style=""font-size: medium;"">Deputy Secretary of State Wendy R. Sherman will travel to Geneva, Switzerland on September 29 to lead a U.S. interagency delegation to a September 30 U.S.-Russia bilateral Strategic Stability Dialogue.&nbsp;&nbsp;She will be joined by Under Secretary of State for Arms Control and International Security Bonnie Jenkins.&nbsp; The two delegations last met in Geneva on July 28.&nbsp; The Strategic Stability Dialogue follows from a commitment made by President Biden and Russian President Putin in their June 2021 Geneva meeting to have a deliberate and robust dialogue that will seek to lay the groundwork for future arms control and risk reduction measures.&nbsp; Deputy Secretary Sherman will also travel to Bern to inaugurate the first U.S.-Swiss Strategic Partnership Dialogue with Swiss State Secretary Livia Leu.</span></p>;;;;<p><span style=""font-size: medium;"">She will then travel to Tashkent, Uzbekistan where she will meet with senior officials and civil society on October 4. &nbsp;Deputy Secretary Sherman will be in New Delhi, India on October 6 for a series of bilateral meetings, civil society events, and the India Ideas Summit. &nbsp;On October 7, she will travel to Mumbai, India for&nbsp;engagements with business and civil society.&nbsp;&nbsp;Deputy Secretary Sherman will complete her trip by traveling to Islamabad, Pakistan on October 7-8 to meet with senior officials.</span></p>;;;;;;;;				;;;;				;;;;;;;;	;;;;	;;;;			"
